category,confidence,food_id,food_name_jp,matched,no_match,reason
魚介類,high,10278,＜魚類＞　わかさぎ　あめ煮,False,True,"Wakasagi (capelin) candy-simmered in sweet sauce is a Japan-specific prepared fish dish; no USDA entry matches both the specific fish species and the characteristic ameni preparation method, and candidates are either wrong fish types or lack the sweet reduction cooking style"
魚介類,high,10279,＜貝類＞　あかがい　生,False,True,"Akagai (red clam) is a raw shellfish with distinctive nutrient profile (high B12, moderate protein, low fat); USDA candidates are primarily soups/sauces or cooked finfish, with no raw shellfish/clam entries available to match the Japanese food item"
魚介類,high,10280,＜貝類＞　あげまき　生,False,True,"Agemaki is a raw ark clam (貝類/shellfish) with distinctive nutrient profile (high B12, Fe, Zn); no USDA candidate matches the shellfish category or nutrient profile - soup entries are inappropriate food category matches, finfish candidates lack shellfish composition"
魚介類,high,10281,＜貝類＞　あさり　生,False,True,"Asari (short-neck clams) raw is a specific shellfish product; while USDA has clam chowder (option 8), it contains soup ingredients that drastically alter the nutritional profile. Raw clams as a standalone product do not exist in the provided USDA candidates, making this a Japan-specific food item without a direct US equivalent in this database."
魚介類,high,10282,＜貝類＞　あさり　つくだ煮,False,True,"Tsukudani (つくだ煮) is a uniquely Japanese preservation method involving slow simmering in soy sauce and sugar; no direct US equivalent exists in USDA database, and clam products listed are raw/canned without the characteristic tsukudani preparation"
魚介類,high,10286,＜貝類＞　あわび　干し,False,True,"Dried abalone (awabi) is a Japanese shellfish delicacy with no direct USDA equivalent; all candidates are finfish species, not bivalve mollusks, and the high protein (38g), carbohydrates (23.8g from glycogen), and salt (7.4g) profile is characteristic of dried shellfish that does not match available US fish products."
魚介類,high,10294,＜貝類＞　かき　くん製油漬缶詰,False,True,Smoked oyster oil-packed canned product has no direct USDA equivalent; candidates are either soups/sauces or unsmoked/unpreserved mollusk preparations that don't match the specific product form
魚介類,high,10297,＜貝類＞　しじみ　生,False,True,"Shijimi (freshwater clams) is a specific shellfish with distinctive nutrient profile (high Fe, Zn, B12, Ca) that doesn't match any USDA candidate; soup entries are inappropriate for raw shellfish, and finfish candidates lack the mineral/vitamin signature of bivalves"
魚介類,high,10305,＜貝類＞　ばかがい　生,False,True,"Bakagai (surf clam) is a raw shellfish product with no suitable USDA match; candidates are either soups/prepared dishes or different shellfish types (crab, shrimp) with incompatible nutrient profiles and preparation methods"
魚介類,high,10306,＜貝類＞　（はまぐり類）　はまぐり　生,False,True,"Hamaguri (hard clam) is a raw shellfish with no suitable match in the provided USDA database; candidates are all soups/sauces or cooked fish, lacking the raw shellfish category and specific nutrient profile (high B12, Zn, low calories, high protein density)"
魚介類,high,10309,＜貝類＞　（はまぐり類）　はまぐり　つくだ煮,False,True,"Tsukudani (つくだ煮) is a traditional Japanese preservation technique of simmering shellfish in soy sauce and sugar; no direct US USDA equivalent exists as this is a Japan-specific prepared dish, and candidates are either unrelated soups/sauces or raw/cooked fish products without the characteristic tsukudani preparation"
魚介類,high,10310,＜貝類＞　（はまぐり類）　ちょうせんはまぐり　生,False,True,"Japanese clam (chosenhamaguri) is a specific shellfish with no direct USDA equivalent; while clam chowder exists in USDA database, it contains added ingredients (cream, vegetables) that substantially alter the nutrient profile compared to raw clam meat, making it unsuitable as a match for the raw shellfish item"
魚介類,high,10317,＜貝類＞　みるがい　水管　生,False,True,"Mirgai (geoduck) siphon is a specialized Japanese bivalve mollusk product with no nutritionally or conceptually equivalent entry in the provided USDA database; while mollusks are represented, geoduck siphon tissue is a Japan-specific preparation not found in US food supply."
魚介類,high,10331,＜えび・かに類＞　（えび類）　加工品　つくだ煮,False,True,"Tsukudani is a traditional Japanese preservation technique (simmered in soy sauce and sugar) specific to Japanese cuisine with no direct US equivalent; while shrimp/crustacean products exist in USDA database, none match the characteristic high salt (4.8g), high calcium (1800mg from bone consumption), and specific nutrient profile of shrimp tsukudani which relies on whole-animal consumption and traditional soy-based reduction."
魚介類,high,10342,＜いか・たこ類＞　（いか類）　あかいか　生,False,True,"Squid (あかいか/red squid) is a mollusk cephalopod with distinctive nutritional profile (high protein ~18g, very low fat ~0.8g, specific micronutrients like Zn=1.2mg, B12=2.3μg) that doesn't match any finfish or crustacean candidates in the USDA database; no cephalopod entries provided"
魚介類,high,10343,＜いか・たこ類＞　（いか類）　けんさきいか　生,False,True,"けんさきいか (Japanese squid) is a cephalopod mollusk, but USDA database lacks dedicated squid entries; all candidates are finfish or crustaceans, making them conceptually incompatible despite some nutrient overlap"
魚介類,high,10344,＜いか・たこ類＞　（いか類）　こういか　生,False,True,"Koui-ika (cuttlefish) is a cephalopod mollusk with distinct nutritional profile (64 kcal, 14.9g protein, very low fat 0.6g) that doesn't match available USDA entries; all candidates are either finfish or crustaceans with higher energy/fat or different nutrient ratios, and no USDA cephalopod entries are provided"
魚介類,high,10350,＜いか・たこ類＞　（いか類）　ほたるいか　くん製,False,True,"Hotaru-ika (firefly squid) smoked is a Japan-specific processed cephalopod product; no USDA database entry exists for smoked squid or firefly squid specifically, and the available mollusk options (mussel, whelk, octopus) have significantly lower protein and different nutrient profiles than this smoked product."
魚介類,high,10351,＜いか・たこ類＞　（いか類）　ほたるいか　つくだ煮,False,True,Hotaru-ika tsukudani is a Japan-specific tsukudani (佃煮) preparation - a traditional sweet-salty simmered condiment unique to Japanese cuisine with no direct US equivalent; no USDA candidate matches both the specific food category (tsukudani) and preparation method
魚介類,high,10352,＜いか・たこ類＞　（いか類）　やりいか　生,False,True,"Yariika (spear squid) is a cephalopod mollusk; USDA candidates are predominantly finfish and crustaceans with no squid/cephalopod options, making true category matching impossible despite some nutrient overlap"
魚介類,high,10354,＜いか・たこ類＞　（いか類）　加工品　さきいか,False,True,"Saki-ika (dried squid shreds) is a processed cephalopod product with no direct USDA equivalent; while mollusks like conch and whelk exist in the database, none match the dried/processed squid product category, extremely high protein (45.5g), low fat (0.8g), and high salt (6.9g) profile characteristic of Japanese dried squid snacks"
魚介類,high,10356,＜いか・たこ類＞　（いか類）　加工品　切りいかあめ煮,False,True,"Kiried-ika ameni (cut squid in sweet soy glaze) is a traditional Japanese processed squid product with no direct USDA equivalent; USDA database lacks squid/cephalopod entries, and the high energy density (310kcal) and salt content (2.8g) reflect Japanese candy-glazed preparation not found in US products"
魚介類,high,10357,＜いか・たこ類＞　（いか類）　加工品　いかあられ,False,True,"いかあられ is a processed squid snack (arare = crispy rice cracker style snack), a Japan-specific processed seafood product with no direct USDA equivalent; all candidates are raw/cooked whole fish or basic seafood without the crispy processed snack preparation"
魚介類,high,10358,＜いか・たこ類＞　（いか類）　加工品　塩辛,False,True,塩辛 is a Japan-specific fermented/salted squid product with no direct US equivalent; closest candidates (finfish) don't match the squid/cephalopod base or the traditional fermented salt-cured processing method
魚介類,high,10359,＜いか・たこ類＞　（いか類）　加工品　味付け缶詰,False,True,"Canned flavored squid (いか缶詰) is a processed cephalopod product with no direct US USDA equivalent; while finfish and crustaceans are listed, squid/cuttlefish canned products are not represented in the provided candidates, making this a Japan-specific processed seafood item"
魚介類,high,10362,＜いか・たこ類＞　（たこ類）　まだこ　ゆで,False,True,"Boiled octopus (まだこ ゆで) is a mollusk cephalopod with no nutritionally equivalent USDA entry; available candidates are finfish and crustaceans with distinctly different protein and nutrient profiles, making a proper match impossible."
魚介類,high,10363,＜その他＞　あみ　つくだ煮,False,True,"Tsukudani is a Japan-specific preserved seafood preparation (small fish/shrimp simmered in soy sauce) with no direct US food equivalent; while canned fish products exist, tsukudani's unique cooking method and cultural specificity make it distinctly Japanese"
魚介類,high,10365,＜その他＞　うに　生うに,False,True,"Uni (sea urchin roe) is a specialized Japanese delicacy with unique nutritional profile (high protein 16g, moderate energy 109kcal, distinctive micronutrients like VitA 700μg) that has no direct USDA equivalent; closest candidates are generic fish/shellfish but uni's gonads have fundamentally different composition from muscle tissue of pollock, cod, or shrimp"
魚介類,high,10366,＜その他＞　うに　粒うに,False,True,"Uni (sea urchin roe) is a Japan-specific delicacy with no direct USDA equivalent; the nutrient profile (high protein 17.2g, high salt 8.4g, high vitamin A 1000μg) and unique composition don't match any available USDA candidates"
魚介類,high,10367,＜その他＞　うに　練りうに,False,True,"練りうに (neri-uni, processed sea urchin paste) is a Japan-specific seafood product with no direct US equivalent; while candidates 1,5,7,9,10,14,18 are finfish/shellfish, none represent processed sea urchin paste products available in USDA database"
魚介類,high,10370,＜その他＞　くらげ　塩蔵　塩抜き,False,True,"Salted jellyfish (kurage) is a Japan-specific seafood product with no USDA equivalent; all candidates are soups/broths/gravies, not a prepared jellyfish item"
魚介類,high,10372,＜その他＞　なまこ　生,False,True,Namako (sea cucumber) is a specialized Japanese seafood with no direct equivalent in USDA database; candidates are soups/sauces or processed shellfish products that don't match the raw sea cucumber product concept or nutrient profile
魚介類,high,10373,＜その他＞　なまこ　このわた,False,True,"Konowata (sea cucumber intestines) is a Japan-specific fermented seafood product with no direct US equivalent; while nutritionally similar to some shellfish, the fermented preparation and cultural specificity make it unique to Japanese cuisine"
魚介類,high,10374,＜その他＞　ほや　生,False,True,"Hoya (sea squirt) is a unique Japanese tunicate with no direct USDA equivalent; candidates are soups/prepared foods rather than raw seafood, and hoya's distinctive nutrient profile (high K, Zn, B12, high salt content from marine source) doesn't match any available option"
魚介類,high,10375,＜その他＞　ほや　塩辛,False,True,"Hoya (sea squirt) salted/fermented product is a Japan-specific seafood delicacy with no direct US equivalent; while candidate 21 (cooked shrimp) has similar protein, the high salt content (3.6g) and unique fermented preparation make this a Japan-specific food product without suitable US match"
魚介類,high,10423,＜水産練り製品＞　黒はんぺん,False,True,"黒はんぺん is a Japanese fish cake product (surimi-based processed seafood) with no direct US USDA equivalent; while some candidates are fish-based, none match the specific category of processed fish cake/hanpen products"
魚介類,high,10377,＜水産練り製品＞　昆布巻きかまぼこ,False,True,"Kombu-maki kamaboko is a Japanese fish cake (surimi) product wrapped with kelp; it's a fish paste product specific to Japanese cuisine with no US USDA equivalent among the provided soup and sauce options, which are fundamentally different food categories."
魚介類,high,10384,＜水産練り製品＞　なると,False,True,"Naruto is a fish cake product (surimono) made from surimi paste with distinctive spiral coloring; it's a processed fish product with no direct US equivalent in the USDA database, falling under Japan-specific fish paste products"
魚介類,high,10386,＜水産練り製品＞　さつま揚げ,False,True,"さつま揚げ is a Japan-specific fish cake product (surimi-based fried cake) with no direct US equivalent; while surimi exists in USDA database, さつま揚げ is a distinctive traditional Japanese processed fish product that doesn't match any candidate's food concept or processing method"
魚介類,high,10387,＜水産練り製品＞　魚肉ハム,False,True,"魚肉ハム (fish meat ham) is a processed surimi-based product specific to Japanese food manufacturing with no direct USDA equivalent; while candidates exist for raw/cooked fish, none match the processed, emulsified, cured ham-like product category"
魚介類,high,10388,＜水産練り製品＞　魚肉ソーセージ,False,True,"Gyoniku sausage is a fish paste product (surimi-based processed seafood), which is a Japan-specific food category with no direct USDA equivalent; while some fish products exist in candidates, none match the processed fish cake/sausage concept"
肉類,high,11092,＜畜肉類＞　うし　［副生物］　肝臓　生,False,True,"Japanese item is raw beef liver (肝臓), which requires a beef/cattle liver entry; USDA candidates contain only muscle cuts, veal, game, poultry, and pork products with no beef liver option available"
肉類,high,11093,＜畜肉類＞　うし　［副生物］　じん臓　生,False,True,"Beef kidney (じん臓) is an organ meat with distinct nutritional profile (high B12, specific mineral content) not adequately represented in USDA candidates which are primarily muscle cuts; organ meats require specialized database entries"
肉類,high,11094,＜畜肉類＞　うし　［副生物］　第一胃　ゆで,False,True,"Boiled beef tripe (first stomach) is an organ meat with specific nutrient profile (166 kcal, 24.5g protein, 6.9g fat, high iron at 0.7mg, zinc 4.2mg) not well-represented in USDA candidates which are primarily muscle cuts with different mineral profiles; no suitable match exists in provided database"
肉類,high,11098,＜畜肉類＞　うし　［副生物］　小腸　生,False,True,"Beef small intestine (raw) is a variety meat/offal with unique nutritional profile (high fat 24.7g, low protein 9.9g, high B12 21.0μg) that doesn't match any USDA beef or veal variety meat candidates available; closest veal brain candidate (#23) has different macronutrient ratios and cooked preparation"
肉類,high,11111,＜畜肉類＞　くじら　うねす　生,False,True,くじら (kujira/whale) is a marine mammal meat with no equivalent in the USDA food database; whale meat is not part of the US commercial food supply and has no USDA entry
肉類,high,11112,＜畜肉類＞　くじら　本皮　生,False,True,Whale meat (くじら) is not commercially available in the US food supply and has no USDA database equivalent; it is a Japan-specific food product with no viable match among candidates
肉類,high,11113,＜畜肉類＞　くじら　さらしくじら,False,True,"Sarashi kujira (leached whale meat) is a Japan-specific processed whale product with no direct USDA equivalent; whale is not part of the standard US food supply and all candidates are beef/meat mixed dishes with significantly higher energy, fat, and carbohydrate content"
肉類,high,11167,＜畜肉類＞　ぶた　［副生物］　じん臓　生,False,True,"Pork kidney (raw) is not represented in the USDA database; all candidates are muscle meats, processed products, or non-pork organ meats, lacking the specific nutritional profile of raw pork offal/organ meat"
肉類,high,11171,＜畜肉類＞　ぶた　［副生物］　子宮　生,False,True,"Pork uterus (子宮) is a specific organ/variety meat with no direct USDA database equivalent; while veal lungs (entry 23) is closest conceptually as variety meat, the nutritional profile and specific organ type differ significantly, making NO_MATCH most appropriate"
肉類,high,11192,＜畜肉類＞　ぶた　［ソーセージ類］　レバーソーセージ,False,True,"Lever sausage is a processed pork sausage with liver (organ meat), which requires a USDA entry for pork liver sausage; available candidates are either beef/veal cuts, poultry, or non-liver processed meats, none matching this specific processed pork organ meat product"
肉類,high,11197,＜畜肉類＞　ぶた　［その他］　スモークレバー,False,True,"Smoked pork liver (豚スモークレバー) is a specific processed meat product not represented in the USDA database; candidates are poultry, beef, veal, and game meats without liver options, making this a Japan-specific processed meat item without a suitable US equivalent"
肉類,high,11198,＜畜肉類＞　ぶた　［その他］　ゼラチン,False,True,"Gelatin (ゼラチン) is a processed collagen product from animal bones/connective tissue, not muscle meat; all USDA candidates are cooked muscle meat with vastly different protein composition and nutrient profiles incompatible with pure gelatin"
肉類,high,11231,＜鳥肉類＞　にわとり　［副品目］　心臓　生,False,True,"Chicken heart (raw) is a poultry organ meat not represented in USDA database candidates; all offered matches are beef, veal, lamb, pork, or duck muscle cuts/products, none matching the specific organ meat category"
肉類,high,11232,＜鳥肉類＞　にわとり　［副品目］　肝臓　生,False,True,"Chicken liver (生/raw) is a specific organ meat with distinctive nutrient profile (high iron 9.0mg, B12 44.0μg, vitamin A 30μg) not adequately represented in USDA candidates which focus on muscle cuts and processed meats; no poultry liver entry available in provided options"
肉類,high,11241,＜その他＞　いなご　つくだ煮,False,True,Inago tsukudani is a Japan-specific preserved insect delicacy (grasshoppers in soy-based glaze); no US USDA database equivalent exists as insects are not part of standard US food supply
肉類,high,11242,＜その他＞　かえる　肉　生,False,True,"Frog meat (kaeru) is not commonly available in the US food supply and has no established USDA database entry; while nutritionally similar to poultry, frog meat is not a standard US food commodity"
肉類,high,11244,＜その他＞　はち　はちの子缶詰,False,True,"Hachi (bee) larvae/pupae canned product is a Japan-specific insect-based food with no direct USDA equivalent; while nutrient profile shows some similarity to poultry/meat products, the food concept itself (edible insects) is not represented in standard US food supply database"
卵類,high,12008,鶏卵　全卵　加糖全卵,False,True,"加糖全卵 (sweetened whole egg powder) is a specialized Japanese egg product with added sugar for confectionery/culinary use; no direct USDA equivalent exists as US candidates are yogurts, desserts, and dairy products, not egg-based items"
卵類,high,12017,鶏卵　たまご豆腐,False,True,"Tamago tofu is a Japanese egg custard dessert with no direct USDA equivalent; closest candidates are dairy/egg products but none match the specific egg-based custard preparation, and the nutrient profile (low carb, moderate protein/fat) doesn't align well with available USDA entries which are primarily milk-based or cottage cheese products."
乳類,high,13044,＜牛乳及び乳製品＞　（アイスクリーム類）　アイスミルク,False,True,"アイスミルク (ice milk) is a specific Japanese frozen dairy dessert category with defined fat content (3-10%) that differs from standard US ice cream; no USDA candidate matches both the food concept and nutrient profile (167 kcal, 6.5g fat per 100g)"
乳類,high,13048,＜牛乳及び乳製品＞　（その他）　カゼイン,False,True,Casein is a milk protein isolate/concentrate with ~86% protein and minimal fat/carbs; no USDA entry matches this specific dairy protein product - candidates are either whole egg products or cheese with different nutrient profiles and food concepts
乳類,high,13049,＜牛乳及び乳製品＞　（その他）　シャーベット,False,True,"Sherbet is a frozen dessert product not well-represented in USDA dairy database; closest candidates (yogurt, milk shakes) have significantly higher protein/carbs and different food composition; no nutritionally or conceptually equivalent match exists in provided options"
乳類,high,13051,＜その他＞　人乳,False,True,"Human breast milk (人乳) is a biologically unique secretion specific to lactating humans with distinctive nutrient composition (low protein 1.1g, moderate fat 3.6g, high lactose 6.7g, low minerals); no USDA database entry exists for human milk as it is not a commercial food product in the US food supply"
油脂類,high,14024,（植物油脂類）　えごま油,False,True,Egoma oil (perilla seed oil) is a Japan-specific oil with unique fatty acid profile (high alpha-linolenic acid) not represented by any standard USDA vegetable oil entry; closest candidates are general vegetable oils but lack the distinctive nutritional characteristics of perilla seed oil
油脂類,high,14004,（植物油脂類）　サフラワー油　ハイオレイック,False,True,"High oleic safflower oil is a specific cultivar not commonly found in USDA database; while canola high oleic options exist (candidate 6), safflower oil has distinctly different fatty acid profiles and is not represented as a standalone entry in the provided USDA candidates"
油脂類,high,14015,（動物油脂類）　牛脂,False,True,"牛脂 (beef tallow) is a rendered animal fat with distinct properties from plant oils and shortenings; no USDA entry specifically matches rendered beef fat, only plant-based oils and hydrogenated shortenings are available"
油脂類,high,14032,（動物油脂類）　たらのあぶら,False,True,"Cod liver oil (たらのあぶら) is a specific fish oil with characteristic high vitamin D content (8.7μg/100g) and low energy relative to pure oils; no USDA candidates represent fish oils, only vegetable oils and animal fats from land animals"
油脂類,high,14016,（動物油脂類）　ラード,False,True,"Lard (ラード) is rendered pork fat, a specific animal fat product not represented in the provided USDA candidates which are all vegetable oils or hydrogenated shortenings; true lard equivalent missing from list"
油脂類,high,14017,（バター類）　無発酵バター　有塩バター,False,True,"Japanese salted butter (有塩バター) has no equivalent in the provided USDA database; all candidates are oils, margarines, shortenings, or mayonnaise-based products, not dairy butter"
油脂類,high,14018,（バター類）　無発酵バター　食塩不使用バター,False,True,"Japanese unsalted butter (無発酵バター) has no exact USDA match; all candidates are oils, shortenings, or margarines rather than dairy butter, and none match the characteristic nutrient profile (77g fat, 0.5g protein, 190μg VitA, 0.7μg VitD, 0.1μg B12) of actual butter"
菓子類,high,15001,＜和生菓子・和半生菓子類＞　甘納豆　あずき,False,True,甘納豆 (sweetened azuki beans) is a traditional Japanese confectionery with no direct US equivalent; closest candidates are baked goods/snacks but none match the concept of candied whole beans in sugar syrup
菓子類,high,15002,＜和生菓子・和半生菓子類＞　甘納豆　いんげんまめ,False,True,"甘納豆 (ama-natto/candied beans) is a traditional Japanese confectionery made from cooked beans coated in sugar syrup - a uniquely Japanese preparation with no direct USDA equivalent; all candidates are baked goods, snacks, or Western confections that do not match this specific food concept"
菓子類,high,15003,＜和生菓子・和半生菓子類＞　甘納豆　えんどう,False,True,"甘納豆 (amanattou - candied beans, specifically peas) is a traditional Japanese confectionery made by cooking legumes and coating with sugar; no nutritionally or conceptually equivalent product exists in USDA database as US confectionery culture does not produce this specific sweetened whole legume product."
菓子類,high,15005,＜和生菓子・和半生菓子類＞　今川焼　こしあん入り,False,True,"Imagawayaki (imoyaki) is a traditional Japanese confectionery with sweet bean paste filling - a distinctly Japanese food product with no direct USDA equivalent; closest candidates (pies, cakes) differ significantly in preparation method, ingredient composition, and cultural context"
菓子類,high,15145,＜和生菓子・和半生菓子類＞　今川焼　つぶしあん入り,False,True,"Imagawayaki is a traditional Japanese filled pancake confection with no direct US equivalent; candidates are either insufficient matches (pies/cakes with different structures) or nutritionally misaligned, and the food is fundamentally Japan-specific"
菓子類,high,15146,＜和生菓子・和半生菓子類＞　今川焼　カスタードクリーム入り,False,True,"Imagawayaki with custard cream is a traditional Japanese confectionery (wagashi) with no direct US equivalent; closest candidates (pies, cakes) differ significantly in preparation method, texture, and cultural context"
菓子類,high,15147,＜和生菓子・和半生菓子類＞　ういろう　黒,False,True,Uiro (ういろう) is a traditional Japanese steamed cake made from rice flour and sugar with a unique gelatinous texture; no USDA equivalent exists as it represents a distinctly Japanese confectionery product with specific preparation methods and ingredients not found in US food supply
菓子類,high,15007,＜和生菓子・和半生菓子類＞　うぐいすもち　こしあん入り,False,True,Uguisu mochi is a traditional Japanese confectionery (mochi with powdered soybean coating and red bean filling) with no direct US equivalent; closest candidates are generic syrups/toppings/jams which lack the mochi structure and cultural specificity of this traditional wagashi
菓子類,high,15148,＜和生菓子・和半生菓子類＞　うぐいすもち　つぶしあん入り,False,True,"Uguisu mochi (nightingale mochi) is a traditional Japanese confectionery with specific cultural and textural characteristics (mochi wrapper with azuki bean paste filling) that has no direct equivalent in the USDA database; candidates are either syrups, frostings, or Western baked goods, none of which match the fundamental nature of this Japanese wagashi"
菓子類,high,15008,＜和生菓子・和半生菓子類＞　かしわもち　こしあん入り,False,True,"Kashiwa mochi is a traditional Japanese confectionery (mochi with azuki bean paste wrapped in oak leaf) with no direct US food equivalent; closest candidates (English muffins, bagels, pies) are structurally and culturally distinct baked products, not confectionery matches"
菓子類,high,15149,＜和生菓子・和半生菓子類＞　かしわもち　つぶしあん入り,False,True,"Kashiwa mochi (oak leaf wrapped mochi with bean paste filling) is a traditional Japanese confectionery with no direct US equivalent; candidates are mostly Western baked goods and pie fillings that don't match the mochi-based confectionery concept or nutrient profile (low fat, high carb from glutinous rice flour)"
菓子類,high,15010,＜和生菓子・和半生菓子類＞　かのこ,False,True,"かのこ (kanoko) is a traditional Japanese confectionery made with azuki beans and mochi/glutinous rice, with no direct US equivalent in the USDA database; while some candidates match energy/carbs, none represent the traditional Japanese bean-based mochi confectionery concept"
菓子類,high,15011,＜和生菓子・和半生菓子類＞　かるかん,False,True,"Karukan is a traditional Japanese steamed sponge cake made with yam flour and sugar; while nutritionally similar to some baked products, it's a Japan-specific confectionery preparation with no direct US equivalent in the USDA database"
菓子類,high,15012,＜和生菓子・和半生菓子類＞　きび団子,False,True,きび団子 is a traditional Japanese mochi-based confectionery with millet/kibi that has no direct US equivalent; USDA candidates are mostly syrups and modern candies lacking the chewy mochi texture and traditional preparation of this Japanese wagashi
菓子類,high,15013,＜和生菓子・和半生菓子類＞　ぎゅうひ,False,True,ぎゅうひ (gyuuhi) is a traditional Japanese mochi-based confection with glutinous rice flour and sugar filling - a Japan-specific preparation with no direct US food equivalent in the database
菓子類,high,15015,＜和生菓子・和半生菓子類＞　きんぎょく糖,False,True,"きんぎょく糖 is a traditional Japanese hard candy (金玉糖/kinggyoku-tō) with minimal ingredients and no fat, representing a Japan-specific confectionery type with no direct US equivalent among the candidates provided"
菓子類,high,15016,＜和生菓子・和半生菓子類＞　きんつば,False,True,Kintsuba is a traditional Japanese confection (azuki bean paste wrapped in a thin cake layer) with no direct US equivalent; closest candidates are generic baked goods that lack the specific cultural/structural identity and nutritional profile of this traditional wagashi
菓子類,high,15017,＜和生菓子・和半生菓子類＞　草もち　こしあん入り,False,True,"Kusa mochi (草もち) is a traditional Japanese fresh confectionery with specific cultural preparation and ingredients (mugwort-infused mochi with red bean paste) that has no direct US food equivalent in the USDA database; while some candidates match energy/carbs, none represent the same food category or concept."
菓子類,high,15150,＜和生菓子・和半生菓子類＞　草もち　つぶしあん入り,False,True,"Kusa mochi (草もち) with tsubushian is a traditional Japanese wagashi (confectionery) made with mugwort-infused mochi and sweet red bean paste, with no direct US equivalent in the provided candidates; nutritionally close options exist but the food itself is Japan-specific traditional confectionery"
菓子類,high,15018,＜和生菓子・和半生菓子類＞　くし団子　あん　こしあん入り,False,True,"Kushi dango (skewered dumplings) with anko (red bean paste) is a traditional Japanese confectionery with no direct US equivalent; closest candidates are pies/baked goods which have fundamentally different structure, preparation, and ingredient composition (added fats, different starches, pie crusts)"
菓子類,high,15151,＜和生菓子・和半生菓子類＞　くし団子　あん　つぶしあん入り,False,True,"Kushi dango with tsubuan (skewered mochi dumplings with red bean paste) is a traditional Japanese confectionery with no direct USDA equivalent; closest candidates (pie fillings, jams) are fundamentally different products lacking the mochi/dumpling structure and cultural identity of this Japanese sweet."
菓子類,high,15019,＜和生菓子・和半生菓子類＞　くし団子　みたらし,False,True,Mitarashi dango is a traditional Japanese skewered dumpling with sweet glaze - a culturally specific confectionery with no direct US equivalent; closest candidates are pie fillings/toppings but these are fundamentally different products
菓子類,high,15121,＜和生菓子・和半生菓子類＞　くずもち　関西風　くずでん粉製品,False,True,Kuzu mochi (Kansai-style arrowroot starch confection) is a traditional Japanese confectionery with unique texture and preparation methods; no USDA equivalent exists as it's a Japan-specific wagashi product without direct US counterpart in available database
菓子類,high,15020,＜和生菓子・和半生菓子類＞　げっぺい,False,True,"げっぺい is a traditional Japanese wagashi (Japanese confectionery) with no direct US equivalent; while nutrient profile resembles some candidates, the item is a Japan-specific traditional sweet with unique preparation and cultural context not represented in USDA database"
菓子類,high,15123,＜和生菓子・和半生菓子類＞　五平もち,False,True,"Gohei mochi is a traditional Japanese confectionery (grilled mochi with miso-based sauce) with no direct US equivalent; closest candidates (pies, waffles, pancakes) are fundamentally different foods with incompatible nutrient profiles and preparation methods"
菓子類,high,15022,＜和生菓子・和半生菓子類＞　桜もち　関西風　こしあん入り,False,True,"Sakura mochi (Kansai-style with red bean filling) is a traditional Japanese confectionery with no direct US equivalent; it consists of a mochi cake wrapped in pickled cherry leaf with azuki bean paste, which is fundamentally different from all available USDA categories and candidates."
菓子類,high,15153,＜和生菓子・和半生菓子類＞　桜もち　関西風　つぶしあん入り,False,True,"Sakuramochi (Kansai-style with crushed red bean paste) is a traditional Japanese wagashi confectionery with no direct US equivalent; closest USDA matches (pie fillings, jams) lack the mochi/glutinous rice flour structure and cherry leaf wrapper that define this product"
菓子類,high,15021,＜和生菓子・和半生菓子類＞　桜もち　関東風　こしあん入り,False,True,"Sakura mochi is a traditional Japanese confection made with mochi and red bean paste, wrapped in a pickled cherry leaf; no direct US food equivalent exists in the USDA database, and candidates offered are either savory breads, filled cakes, or unrelated sweets with significantly different composition and cultural context"
菓子類,high,15152,＜和生菓子・和半生菓子類＞　桜もち　関東風　つぶしあん入り,False,True,Sakuramochi is a traditional Japanese wagashi (confectionery) with sakura leaf wrapper and glutinous rice cake with red bean paste filling - no direct US equivalent exists in the USDA database; closest candidates are generic baked goods or toppings that don't represent the food concept
菓子類,high,15124,＜和生菓子・和半生菓子類＞　笹だんご　こしあん入り,False,True,"Sasadango is a traditional Japanese mochi-based confection with azuki bean paste filling wrapped in bamboo leaves; no direct US equivalent exists in the USDA database, and all candidates are fundamentally different food categories (gluten-free breads, frozen novelties, cakes) with incompatible preparation methods and cultural context."
菓子類,high,15154,＜和生菓子・和半生菓子類＞　笹だんご　つぶしあん入り,False,True,"Sasadango is a traditional Japanese confectionery (mochi-based dumpling wrapped in bamboo leaf with red bean filling) with no direct US food equivalent; closest USDA items are generic baked goods/sweets that lack the specific cultural preparation, ingredient profile, and texture characteristics of this traditional Japanese sweet."
菓子類,high,15143,＜和生菓子・和半生菓子類＞　ずんだあん,False,True,"Zunda-an is a traditional Japanese sweet bean paste made from edamame with unique characteristics (high protein 6.3g, moderate carbs 35.8g, low fat 3.2g, high vitamin A 160μg) that doesn't match any US confectionery; no nutritionally or conceptually equivalent US product exists in the database"
菓子類,high,15144,＜和生菓子・和半生菓子類＞　ずんだもち,False,True,"Zundamochi is a traditional Japanese confection (mochi filled with edamame paste) with no direct US food equivalent; while nutrient profiles could match some baked goods, the fundamental food concept is Japan-specific and culturally distinct"
菓子類,high,15023,＜和生菓子・和半生菓子類＞　大福もち　こしあん入り,False,True,"Daifuku mochi is a traditional Japanese confectionery (mochi wrapper with sweet bean filling) with no direct US equivalent; closest candidates (bagels, English muffins, baked goods) are fundamentally different food products despite similar carbohydrate profiles"
