confidence,fdc_id,food_name_en,matched,no_match,reason,us_only,usda_category
,170958,"Babyfood, fruit, apple and blueberry, junior",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,170959,"Babyfood, juice, apple",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,170960,"Babyfood, juice, orange and apple and banana",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,170961,"Babyfood, juice, orange and apricot",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,170962,"Babyfood, juice, orange and banana",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,170963,"Babyfood, juice, orange and pineapple",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,170964,"Babyfood, cereal, mixed, dry fortified",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,170965,"Babyfood, cereal, mixed, with bananas, dry",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,170966,"Babyfood, cereal, mixed, with applesauce and bananas, strained",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,170967,"Babyfood, cereal, mixed, with applesauce and bananas, junior, fortified",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,170968,"Babyfood, cereal, oatmeal, with honey, dry",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,170969,"Babyfood, cereal, rice, dry fortified",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,170970,"Babyfood, cereal, rice, with applesauce and bananas, strained",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,170971,"Babyfood, cereal, with egg yolks, strained",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,170972,"Babyfood, crackers, vegetable",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,170973,"Babyfood, cereal, high protein, with apple and orange, dry",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,170974,"Babyfood, cereal, rice, with bananas, dry",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,170975,"Babyfood, cookies",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,170976,"Babyfood, dessert, dutch apple, strained",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,170977,"Babyfood, dessert, dutch apple, junior",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,170978,"Babyfood, cherry cobbler, junior",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,170979,"Babyfood, dessert, cherry vanilla pudding, strained",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,170980,"Babyfood, dessert, peach melba, strained",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,170981,"Babyfood, dessert, peach melba, junior",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,170982,"Babyfood, dessert, fruit pudding, pineapple, strained",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,170983,"Babyfood, dessert, fruit dessert, without ascorbic acid, strained",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,170984,"Babyfood, juice, fruit punch, with calcium",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,170985,"Babyfood, juice, apple, with calcium",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,170986,"Infant Formula, MEAD JOHNSON, ENFAMIL, ENFACARE, ready-to-feed, with ARA and DHA",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,170987,"Babyfood, yogurt, whole milk, with fruit, multigrain cereal and added DHA fortified",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,170988,"Infant formula, ABBOTT NUTRITION, ALIMENTUM ADVANCE, with iron, powder, not reconstituted, with DHA and ARA",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,170989,"Babyfood, mashed cheddar potatoes and broccoli, toddlers",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,170990,"Babyfood, yogurt, whole milk, with fruit, multigrain cereal and added iron fortified",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,170991,"Infant formula, NESTLE, GOOD START SOY, with DHA and ARA, liquid concentrate",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,170992,"Toddler formula, MEAD JOHNSON, ENFAGROW, Toddler Transitions, with ARA and DHA, powder",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,170993,"Toddler formula, MEAD JOHNSON, ENFAGROW PREMIUM (formerly ENFAMIL, LIPIL, NEXT STEP), ready-to-feed",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,170994,"Infant Formula, MEAD JOHNSON, ENFAMIL, Newborn, with DHA and ARA, ready-to-feed",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,170995,"Infant formula, GERBER, GOOD START 2 Soy, with iron, ready-to-feed",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,170996,"Infant formula, GERBER, GOOD START, PROTECT PLUS, ready-to-feed",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,170997,"Infant Formula, GERBER GOOD START 2, GENTLE PLUS, ready-to-feed",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,170998,"Babyfood, fruit, banana and strawberry, junior",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,170999,"Babyfood, banana with mixed berries, strained",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,171000,"Babyfood, Multigrain whole grain cereal, dry fortified",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
,171001,"Babyfood, Baby MUM MUM Rice Biscuits",False,True,No MEXT category mapped for Baby Foods,True,Baby Foods
high,171003,"Salad dressing, KRAFT Mayo Fat Free Mayonnaise Dressing",False,True,"Fat-free mayonnaise dressing is a highly processed American condiment with 64 kcal and 15.8g carbs per 100g (containing starches, gums, and additives), fundamentally different from pure fats/oils in Japanese table which range 579-897 kcal with minimal carbs; no Japanese equivalent exists for this specific low-fat emulsified condiment category",,Fats and Oils
high,171004,"Salad dressing, KRAFT MIRACLE WHIP FREE Nonfat Dressing",False,True,"Nonfat salad dressing (84 kcal, 2.7g fat, 15.5g carbs) is a processed condiment fundamentally different from pure oils/fats in the Japanese table; no suitable match exists for mayonnaise-type or emulsified dressing products",,Fats and Oils
high,171005,"Salad dressing, russian dressing",False,True,"Russian dressing is a prepared condiment with significant carbohydrates (31.9g), protein (0.69g), and moderate fat (26.2g) - a composite emulsion product fundamentally different from pure oils/fats in the Japanese table which contain 0g carbs and minimal protein; no Japanese equivalent exists for this American-style prepared dressing",,Fats and Oils
high,171006,"Salad dressing, sesame seed dressing, regular",False,True,"Sesame seed dressing is an emulsified condiment with protein, carbs, and fiber from seeds/ingredients; pure oils (candidates 1-25) are fundamentally different products lacking these components and don't represent dressing composition",,Fats and Oils
high,171007,"Salad dressing, russian dressing, low calorie",False,True,"Low-calorie Russian dressing is a salad dressing (condiment) with high carbs/low fat profile, fundamentally different from pure oils/fats in Japanese table; no salad dressing category exists in provided Japanese oil/fat entries",,Fats and Oils
high,171008,"Salad dressing, thousand island dressing, reduced fat",False,True,"Thousand island dressing is a complex emulsified condiment with relish, mayo, ketchup and seasonings (~11g fat, ~24g carbs per 100g); Japanese oil/fat table contains only pure fats and oils with vastly different compositions (>96g fat, <1g carbs), making no nutritionally or conceptually appropriate match",,Fats and Oils
high,171009,"Salad dressing, mayonnaise, regular",False,True,"Mayonnaise is an emulsified condiment with eggs, oil, and vinegar (~0.96g protein, 74.8g fat, 0.57g carbs) fundamentally different from pure oils/fats in the Japanese table; no Japanese entry captures its emulsified condiment nature or nutritional profile.",,Fats and Oils
high,171010,"Salad dressing, mayonnaise, soybean and safflower oil, with salt",False,True,"Mayonnaise is an emulsified condiment with eggs, oils, and seasonings (79.4g fat, 3000kcal/100g, 1.1g protein, salt 1.443g per 100g), fundamentally different from pure plant oils in the Japanese table which contain 96-99.9g fat and near-zero protein; no Japanese mayonnaise entry exists in the provided candidates",,Fats and Oils
high,171014,"Oil, wheat germ",False,True,"Wheat germ oil is not represented in the Japanese food composition table; all candidates are either common seed/vegetable oils or animal fats, but wheat germ oil (小麦胚芽油) is a specialized oil derived from wheat germ with distinct nutritional properties not covered by these entries.",,Fats and Oils
high,171019,"Salad dressing, italian dressing, commercial, regular",False,True,"Italian dressing is an emulsified vinegar-oil dressing with herbs and spices; Japanese table contains only pure oils and fats with no emulsified dressing entries, making it a processed American food product without a direct Japanese equivalent",,Fats and Oils
high,171020,"Salad dressing, french dressing, commercial, regular, without salt",False,True,"French dressing is an emulsified condiment with ~45% fat, 15% carbs, and added seasonings/flavorings; pure oils have 97%+ fat and near-zero carbs/protein, making them fundamentally different products despite both being in the fats category",,Fats and Oils
high,171021,"Salad dressing, french dressing, reduced fat, without salt",False,True,"French dressing is a reduced-fat, vinegar-based emulsified salad dressing with significant carbohydrates (29.3g) and moderate fat (13.5g); all Japanese candidates are pure oils/fats with minimal carbohydrates and much higher fat content, making this fundamentally incompatible with any available entry",,Fats and Oils
high,171022,"Salad dressing, italian dressing, commercial, regular, without salt",False,True,"Italian dressing is an emulsified vinegar-oil dressing with herbs and spices; Japanese table contains only pure oils/fats with no emulsified dressing equivalents, making this a unique American product category with no Japanese match",,Fats and Oils
high,171023,"Salad dressing, italian dressing, reduced fat, without salt",False,True,"Italian dressing is a water-based emulsion with vinegar, oil, and herbs (~6% fat, ~4.5% carbs); all Japanese candidates are pure oils/fats (60-97% fat) with minimal carbs/protein - fundamentally different food category and composition",,Fats and Oils
high,171030,"Oil, walnut",False,True,"Walnut oil is not listed in the Japanese food composition table; closest oils listed are from sunflower, linseed, perilla, and other seeds, but walnut oil specifically has unique fatty acid profile (high linoleic acid) that should have its own entry if available in Japanese database",,Fats and Oils
high,171034,"Salad dressing, honey mustard dressing, reduced calorie",False,True,"Honey mustard dressing is a reduced-calorie condiment with significant carbohydrates (28.3g) and moderate fat (10g), fundamentally different from all Japanese oil/fat table entries which are pure or near-pure fats with minimal carbohydrates; no conceptual match exists in the provided Japanese composition table.",,Fats and Oils
high,171036,"Salad dressing, spray-style dressing, assorted flavors",False,True,"Spray-style salad dressing is a highly processed American product with low fat (10.8g) and high carbs (16.6g) from emulsifiers/thickeners, unlike any Japanese oil/fat entries which are pure or near-pure lipids with 64-97g fat per 100g",,Fats and Oils
high,171037,"Salad Dressing, mayonnaise, light, SMART BALANCE, Omega Plus light",False,True,"Light mayonnaise dressing with added omega-3s and carbohydrates (9.39g) is a processed American condiment with no equivalent in Japanese oil/fat category; closest pure oils have 34.2g fat vs 96%+ fat, and added ingredients (emulsifiers, water, carbs) make direct matching inappropriate",,Fats and Oils
high,171043,"Salad dressing, honey mustard, regular",False,True,"Honey mustard dressing is an emulsified condiment with significant carbohydrates (23.3g), protein (0.87g), and moderate fat (40.8g) per 100g, with lower energy (464kcal). All Japanese candidates are pure fats/oils with energy >579kcal and negligible carbohydrates/protein, making them fundamentally incompatible with a salad dressing's composition profile.",,Fats and Oils
high,171044,"Salad dressing, poppyseed, creamy",False,True,"Creamy poppyseed salad dressing is a processed emulsified condiment with 33.3g fat, 23.7g carbs, and 2.37g salt per 100g - fundamentally different from pure oils (880-900 kcal, 96-99.9g fat, 0g carbs, 0g salt); no Japanese composition table entry exists for creamy emulsified dressings",,Fats and Oils
high,171045,"Salad dressing, caesar, fat-free",False,True,"Fat-free caesar dressing (547kcal, 0.23g fat, 30.7g carb) is a condiment/sauce with minimal fat, fundamentally different from all Japanese oil/fat table entries (all >579kcal with >64g fat); no Japanese composition table match for dressings/condiments exists in provided candidates",,Fats and Oils
high,171046,"Dressing, honey mustard, fat-free",False,True,"Honey mustard dressing is a prepared condiment with 169kcal, 1.47g fat, and 38.4g carbs per 100g - fundamentally different from pure oils/fats (579-889kcal, 64-97g fat) in the Japanese table; no condiment or dressing category exists in the provided candidates",,Fats and Oils
high,171059,"Chicken, heart, all classes, cooked, simmered",False,True,"Chicken heart (poultry organ meat, simmered) has no matching entry in the provided Japanese table which contains only beef, horse, goat, rabbit, duck, and pork organ meats - no poultry organs listed",,Poultry Products
high,171061,"Chicken, liver, all classes, cooked, simmered",False,True,"US item is cooked chicken liver; Japanese table lacks poultry liver entries - only has pork/beef/horse offal and poultry heart/other meats, making true equivalent unavailable",,Poultry Products
high,171077,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw",False,True,"US item is raw skinless boneless chicken breast (171 kcal adjusted for raw state), but all Japanese candidates are either cooked preparations (fried, grilled, boiled) or different cuts; no raw breast meat entry exists in the table",,Poultry Products
high,171081,"Turkey, whole, meat and skin, raw",False,True,"US turkey (raw, whole bird with skin) is poultry but no Japanese table entry for raw turkey exists; all poultry candidates are chicken (にわとり) with vastly different nutrient profiles, and the 602 kcal energy is too high for any listed entry, indicating this specific raw turkey composition has no adequate Japanese equivalent",,Poultry Products
high,171082,"Turkey, whole, skin (light and dark), roasted",False,True,"Roasted turkey with skin has high protein (23.9g) and moderate fat (39.3g) unlike pure fat cuts in table; poultry is absent from candidates which only list beef, pork, and whale - no nutritionally equivalent poultry match exists",,Poultry Products
high,171084,"Turkey, whole, giblets, cooked, simmered",False,True,"Turkey giblets cooked/simmered (722 kcal, 26.4g protein, 6.61g fat) has no nutritional match in Japanese table; the high energy density suggests concentrated offal preparation rather than raw giblets, and no poultry giblet entry exists in candidates",,Poultry Products
high,171087,"Turkey, whole, neck, meat only, cooked, simmered",False,True,"Turkey neck is poultry (鳥肉類) but all candidates are livestock meat (畜肉類) or chicken; the US item's nutrient profile (679 kcal, 22.5g protein, 7.36g fat) is distinctly higher in energy and lower in fat than boiled/simmered beef cuts, and no Japanese poultry neck equivalent exists in the provided table",,Poultry Products
high,171091,"Turkey, whole, dark meat, cooked, roasted",False,True,"US turkey dark meat (723kcal, 27.7g protein, 6.04g fat) has significantly higher energy and lower fat than all Japanese poultry candidates; no Japanese composition table entry matches roasted turkey's nutrient profile, which is distinctly different from chicken, lamb, or beef options provided",,Poultry Products
high,171096,"Turkey, whole, back, meat only, raw",False,True,"Turkey is poultry (not in 畜肉類/livestock meats); all candidates are beef, lamb, or wild boar. Japanese composition table lacks poultry entries in provided candidates, making turkey unmatchable to livestock meat categories.",,Poultry Products
high,171097,"Turkey, whole, back, meat only, cooked, roasted",False,True,US turkey (poultry) has no direct poultry equivalent in Japanese table; candidates are beef/lamb/venison/chicken with mismatched protein (27.7g vs 22-25g range) and nutrient profiles fundamentally different from available options,,Poultry Products
high,171098,"Turkey, whole, breast, meat only, raw",False,True,"US turkey breast (raw, skinless, very lean: 479kcal, 23.7g protein, 1.48g fat) has no Japanese equivalent in the table; all candidates are chicken (にわとり) or other meats, and the closest chicken breast entries (options 5, 8) are cooked with skin and show 2-3x higher fat content (9.6-16.5g vs 1.48g), making them nutritionally incompatible",,Poultry Products
high,171107,"Chicken, cornish game hens, meat and skin, cooked, roasted",False,True,"Cornish game hen (small roasted chicken with skin) has distinctly different nutrient profile (higher protein 22.3g, lower fat 18.2g, much higher energy density 1080kcal) compared to all Japanese candidates which are beef, pork, whale, or single chicken skin; no poultry meat+skin cooked entry exists in the Japanese table",,Poultry Products
high,171110,"Chicken, canned, no broth",False,True,"Canned chicken without broth is a highly processed American convenience product with no equivalent in Japanese food composition table; all candidates are fresh/cooked meat cuts or processed meat products (ham, sausage) with fundamentally different nutrient profiles and preparation methods",,Poultry Products
high,171111,"Chicken, wing, frozen, glazed, barbecue flavored",False,True,"Frozen glazed barbecue chicken wings (884kcal, 19.7g protein, 12.7g fat, 3.34g carbs) have no close match in Japanese table; all candidates are either non-poultry meats or lack the characteristic glazed/barbecue processed preparation and nutrient profile of this specific US product",,Poultry Products
high,171113,"Duck, young duckling, domesticated, White Pekin, leg, meat only, bone in, cooked without skin, braised",False,True,"Duck (Pekin) leg meat has distinctly different nutrient profile from all candidates; Japanese table lacks poultry entries beyond chicken (にわとり), and duck's higher fat content (5.96g) and lower protein (29.1g) relative to chicken don't align with any beef/pork/lamb options provided",,Poultry Products
high,171116,"Chicken, ground, raw",False,True,"Ground chicken raw is a modern processed poultry product not represented in traditional Japanese food composition tables; all candidates are either whole cuts, cooked preparations, or different meat types with significantly lower energy (234-380 kcal vs 598 kcal) and higher fat content than raw ground chicken",,Poultry Products
high,171119,"Chicken, feet, boiled",False,True,"Chicken feet (boiled) is not represented in the Japanese food composition table; the table lacks poultry byproducts/extremities entries, only containing pork offal items, and chicken feet has unique collagen-rich composition distinct from standard poultry cuts",,Poultry Products
high,171122,"Chicken, broilers or fryers, rotisserie, original seasoning, back, meat and skin, cooked",False,True,"US rotisserie chicken (1090 kcal, 23.2g protein, 18.6g fat, cooked poultry) has no nutritionally comparable match in the table; all candidates are beef/pork cuts with 400-600 kcal and significantly lower protein, or the only chicken entry (item 22) is skin only at 466 kcal with much lower protein",,Poultry Products
high,171131,"Turkey, thigh, from whole bird, meat only, with added solution, roasted",False,True,"Turkey thigh is poultry with exceptionally high energy (663kcal) due to added solution injection; no Japanese poultry entry matches this energy level, and all candidates are either beef, lamb, or chicken without solution injection",,Poultry Products
high,171133,"Turkey, retail parts, wing, meat and skin, cooked, roasted",False,True,"Turkey is poultry (not in candidates); all candidates are beef, pork, lamb, or whale. No poultry entries available in Japanese table for matching cooked roasted turkey wing.",,Poultry Products
high,171134,"Turkey, retail parts, drumstick, meat and skin, raw",False,True,"Turkey drumstick (poultry, dark meat with skin) has no equivalent in the Japanese table which contains only beef, lamb, mutton, pork, chicken offal, and veal - no poultry drumsticks or comparable turkey cuts available",,Poultry Products
high,171135,"Turkey, retail parts, drumstick, meat and skin, cooked, roasted",False,True,"US turkey drumstick (roasted poultry, 825kcal, 28.2g protein, 9.37g fat) has no nutritional match in Japanese table which contains only beef, lamb, mutton, pork, and chicken; turkey is not listed in the 八訂 composition table",,Poultry Products
high,171137,"Turkey, retail parts, thigh, meat and skin, cooked, roasted",False,True,"US item is roasted turkey thigh (poultry); all candidates are beef, lamb, whale, or fried chicken - no poultry thigh match exists in Japanese table",,Poultry Products
high,171139,"Turkey, back, from whole bird, meat and skin, with added solution, roasted",False,True,"US turkey back (roasted poultry with skin, 860kcal, 25.8g protein, 11.4g fat) has no close match in Japanese table which lacks poultry entries; all candidates are beef, pork, lamb, or whale meat with significantly different nutrient profiles and cooking methods",,Poultry Products
high,171141,"Soup, black bean, canned, condensed",False,True,"Black bean soup is a legume-based soup with no Japanese equivalent in the provided table; candidates are all condiments/seasonings/sauces, not soups, and lack comparable nutrient profiles (especially fiber 6.8g and carbs 15.4g)",,"Soups, Sauces, and Gravies"
high,171142,"Soup, bean with pork, canned, condensed",False,True,"US canned condensed bean with pork soup is a complete dish (soup) with vegetables, legumes, and meat; Japanese table contains only condiments/seasonings/sauces with no soup entries, making no suitable match available",,"Soups, Sauces, and Gravies"
high,171143,"Soup, bean with frankfurters, canned, condensed",False,True,"Canned bean soup with frankfurters is a processed composite dish with no Japanese equivalent; all candidates are condiments/seasonings (調味料・香辛料類) rather than soup or main dishes, making any match fundamentally misaligned",,"Soups, Sauces, and Gravies"
high,171144,"Soup, bean with ham, canned, chunky, ready-to-serve",False,True,"Canned chunky bean and ham soup is a prepared dish with no equivalent in Japanese condiment/seasoning table; all candidates are seasonings/sauces, not soups, making this a category mismatch requiring NO_MATCH",,"Soups, Sauces, and Gravies"
high,171145,"Soup, chicken, canned, chunky, ready-to-serve",False,True,"Canned chunky chicken soup is a prepared dish/convenience food with no equivalent in Japanese condiment/seasoning table; all candidates are condiments, sauces, or seasonings rather than ready-to-eat soups",,"Soups, Sauces, and Gravies"
high,171147,"Soup, chicken gumbo, canned, condensed",False,True,"Canned condensed chicken gumbo soup is a complete dish (not a condiment/sauce/seasoning) with protein, fat, and carbohydrates from vegetables and broth; all Japanese candidates are seasonings, sauces, or dashi broths with fundamentally different food categories and nutrient profiles",,"Soups, Sauces, and Gravies"
high,171148,"Soup, chunky chicken noodle, canned, ready-to-serve",False,True,"Chunky chicken noodle soup is a prepared dish with chicken, noodles, and broth - not a condiment/sauce/seasoning. All 25 candidates are condiments, sauces, dressings, or stocks with fundamentally different food categories and nutrient profiles. No suitable match exists in this Japanese condiment-focused table.",,"Soups, Sauces, and Gravies"
high,171149,"Soup, chicken vegetable, canned, condensed",False,True,"Canned condensed chicken vegetable soup is a prepared dish/ready-to-eat product; all candidates are condiments, sauces, and seasonings from調味料・香辛料類 category with fundamentally different food purposes and compositions, making this a NO_MATCH",,"Soups, Sauces, and Gravies"
high,171150,"Soup, chili beef, canned, condensed",False,True,"Canned condensed beef chili soup is a distinctly American processed food product with no conceptual or nutritional equivalent in Japanese cuisine; all candidates are condiments/seasonings, not soup bases",,"Soups, Sauces, and Gravies"
high,171151,"Soup, clam chowder, manhattan style, canned, chunky, ready-to-serve",False,True,Manhattan clam chowder is a tomato-based seafood soup with no Japanese equivalent in the condiment/sauce-focused table; all candidates are seasoning products rather than ready-to-serve soups,,"Soups, Sauces, and Gravies"
high,171152,"Soup, clam chowder, manhattan, canned, condensed",False,True,"Manhattan clam chowder is a tomato-based soup with seafood, a distinctly American preparation with no equivalent in Japanese condiment/sauce table; candidates are all seasonings/sauces, not soups",,"Soups, Sauces, and Gravies"
high,171153,"Soup, minestrone, canned, condensed",False,True,Minestrone soup is a ready-to-eat vegetable-based soup product fundamentally different from all provided Japanese condiments/sauces/seasonings; no nutritionally or conceptually similar match exists in the composition table,,"Soups, Sauces, and Gravies"
high,171154,"Soup, mushroom barley, canned, condensed",False,True,Canned condensed mushroom barley soup is a prepared soup product with no equivalent in Japanese condiment/sauce table; Japanese table lacks soup category and candidates are all seasonings/sauces with fundamentally different nutrient profiles and purposes,,"Soups, Sauces, and Gravies"
high,171156,"Soup, mushroom with beef stock, canned, condensed",False,True,Canned condensed mushroom beef soup is a ready-to-eat soup product; all candidates are condiments/seasonings/sauces with vastly different nutrient profiles and food category - no suitable match exists in the Japanese condiment-focused table,,"Soups, Sauces, and Gravies"
high,171157,"Soup, pea, split with ham, canned, condensed",False,True,"Split pea soup with ham is a Western soup category absent from Japanese composition table; all candidates are condiments/seasonings/sauces with fundamentally different nutrient profiles (much lower energy density, different macronutrient ratios) and food purpose.",,"Soups, Sauces, and Gravies"
high,171160,"Soup, tomato beef with noodle, canned, condensed",False,True,"Condensed tomato beef noodle soup is a prepared dish (soup category) with balanced macronutrients and moderate energy; all candidates are condiments/seasonings/sauces with extreme nutrient profiles (very high salt, unbalanced macros, or missing key nutrients) - no suitable match exists in this Japanese condiment-focused table",,"Soups, Sauces, and Gravies"
high,171161,"Soup, vegetarian vegetable, canned, condensed",False,True,"Canned condensed vegetable soup is a ready-to-eat soup product, while all Japanese candidates are condiments, sauces, dressings, or flavor bases - fundamentally different food categories with no nutritionally or conceptually similar match available",,"Soups, Sauces, and Gravies"
high,171162,"Soup, chunky beef, canned, ready-to-serve",False,True,"Canned chunky beef soup is a ready-to-serve prepared dish with meat and broth - no Japanese table entry matches this complete prepared soup product; all candidates are condiments, sauces, or seasonings rather than soup dishes",,"Soups, Sauces, and Gravies"
high,171163,"Soup, vegetable beef, canned, condensed",False,True,"Canned condensed vegetable beef soup is a complete ready-to-eat soup product with specific US formulation; Japanese candidates are all condiments/sauces/seasonings, not soups. No nutritionally or conceptually equivalent soup base exists in the provided Japanese table.",,"Soups, Sauces, and Gravies"
high,171164,"Soup, vegetable with beef broth, canned, condensed",False,True,"Canned condensed vegetable beef soup is a complete soup product, not a condiment/sauce/seasoning; all Japanese candidates are seasonings, sauces, dressings, or condiments with fundamentally different food categories and nutrient profiles",,"Soups, Sauces, and Gravies"
high,171166,"Soup, cream of vegetable, dry, powder",False,True,"Cream of vegetable dry powder soup is a processed soup mix with no equivalent in Japanese food composition table; candidates are dressings, spices, and condiments with vastly different nutrient profiles (much lower energy, protein, and carbs) and food categories",,"Soups, Sauces, and Gravies"
high,171171,"Gravy, mushroom, dry, powder",False,True,"Mushroom gravy powder is a dehydrated sauce thickener with high carbs (64.7g) and moderate salt (16.7g) that doesn't match Japanese condiments; closest candidates (roux-based items #1,4) are significantly lower in carbs and energy, and no Japanese equivalent exists for this specific American gravy product category",,"Soups, Sauces, and Gravies"
high,171172,"Gravy, onion, dry, mix",False,True,"Onion gravy dry mix is a prepared gravy base with high carbs (67.6g) and fiber (6.0g) typical of flour-based roux, but no Japanese candidate matches both the extremely high energy density (1350 kcal/100g) and carbohydrate profile of this concentrated dry mix formulation; closest candidates (curry roux, hayashi roux) are significantly lower in calories and carbs",,"Soups, Sauces, and Gravies"
high,171173,"Gravy, pork, dry, powder",False,True,"Pork gravy powder is a meat-based sauce thickener unique to American cuisine; Japanese table lacks meat gravy powders, having only curry/hayashi roux, miso, and condiments with fundamentally different compositions and purposes",,"Soups, Sauces, and Gravies"
high,171175,"Soup, beef mushroom, canned, condensed",False,True,"Condensed beef mushroom soup is a complete prepared dish with mixed ingredients; all candidates are condiments, sauces, or seasonings with fundamentally different compositions and use cases - no functional equivalent exists in the Japanese food composition table",,"Soups, Sauces, and Gravies"
high,171176,"Soup, tomato, canned, prepared with equal volume water, commercial",False,True,"Canned tomato soup prepared with water is a complete soup product with specific vegetable-based nutrients (carbs, fiber, vitamin C, vitamin A) that don't match any Japanese dashi/broth/sauce entries which are primarily flavoring agents with minimal nutritional content; no suitable Japanese equivalent exists in the provided table.",,"Soups, Sauces, and Gravies"
high,171177,"Soup, ramen noodle, any flavor, dry",False,True,"Dry ramen noodle soup is a prepared noodle dish, not a condiment/seasoning; all candidates are seasonings, spices, dressings, or sauce bases with fundamentally different compositions and purposes than an instant noodle product",,"Soups, Sauces, and Gravies"
high,171181,"SMART SOUP, Indian Bean Masala",False,True,"Indian Bean Masala soup is a ready-to-eat soup product with bean-based composition; Japanese table contains only condiments, sauces, and spice mixes, with no soup category entries that match this product's nutritional profile or food concept",,"Soups, Sauces, and Gravies"
high,171182,"SMART SOUP, Moroccan Chick Pea",False,True,"Moroccan chickpea soup is a complete prepared dish with legumes, vegetables, and spices; all Japanese candidates are condiments, sauces, or broths - no nutritionally or conceptually equivalent match exists in the composition table",,"Soups, Sauces, and Gravies"
high,171183,"SMART SOUP, Thai Coconut Curry",False,True,"Thai coconut curry soup is a prepared soup dish with coconut milk base, fundamentally different from Japanese condiment/sauce/dashi entries; no nutritionally or conceptually similar match exists in the Japanese table",,"Soups, Sauces, and Gravies"
high,171184,"SMART SOUP, Vietnamese Carrot Lemongrass",False,True,"Vietnamese carrot-lemongrass soup is a ready-to-eat soup product with vegetable base and specific aromatics; Japanese table only contains condiments, sauces, and dashi stocks with no equivalent prepared soup entry despite nutritional similarities to some candidates",,"Soups, Sauces, and Gravies"
high,171189,"Soup, vegetable beef, microwavable, ready-to-serve, single brand",False,True,"Ready-to-serve microwavable vegetable beef soup is a processed American convenience food with no equivalent in Japanese food composition table; all candidates are condiments/sauces/dashi, not complete soup products",,"Soups, Sauces, and Gravies"
high,171190,"Soup, beef and vegetables, canned, ready-to-serve",False,True,"Canned ready-to-serve beef and vegetable soup is a complete dish/meal, not a condiment or seasoning; all candidates are seasonings, sauces, or dashi broths with fundamentally different food category and composition profile",,"Soups, Sauces, and Gravies"
high,171192,"Sauce, pasta, spaghetti/marinara, ready-to-serve",False,True,Pasta/marinara sauce is a distinctly Italian-American product with no direct Japanese equivalent; candidates are all Asian condiments/dashi with vastly different nutrient profiles and culinary purposes,,"Soups, Sauces, and Gravies"
high,171193,"Beef, chuck, short ribs, boneless, separable lean only, trimmed to 0"" fat, select, raw",False,True,"US item is raw beef (676 kcal/100g, 20.1g protein, 8.99g fat), but all Japanese candidates are cooked preparations (238-457 kcal) with significantly lower energy and protein values due to cooking losses; no raw lean beef cut match exists in the table",,Beef Products
high,171211,"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",False,True,"US item has exceptionally high energy (986 kcal) due to data error or unit mismatch; all Japanese candidates max at 575 kcal, making meaningful nutritional matching impossible",,Beef Products
